Hugo_Symbol	Entrez_Gene_Id	GTEX-13NYB-1726-SM-5N9G2	GTEX-QDVN-1626-SM-48TZC	GTEX-ZYT6-2226-SM-5GIC9	GTEX-11TTK-1926-SM-5PNW8	GTEX-ZC5H-1726-SM-5HL7X	GTEX-ZVZP-0926-SM-5GIDB	GTEX-P4QS-1126-SM-3NMD5	GTEX-RN64-1626-SM-48FD7	GTEX-ZYFG-1626-SM-5GZYY	GTEX-N7MS-1626-SM-3LK5F	GTEX-13OW6-1826-SM-5N9F9	GTEX-T5JC-1526-SM-4DM68	GTEX-ZLFU-0926-SM-5P9F8	GTEX-1497J-0826-SM-5NQAJ	GTEX-13112-2126-SM-5GCO4	GTEX-UPIC-1126-SM-4IHLO	GTEX-145MN-0326-SM-5QGQI	GTEX-13O1R-2526-SM-5N9FW	GTEX-11GS4-2326-SM-5A5KS	GTEX-13OVI-1126-SM-5KLZF	GTEX-XPVG-0526-SM-4B65N	GTEX-13OVL-1826-SM-5KLZR	GTEX-QLQW-1626-SM-4R1K1	GTEX-12696-0926-SM-5FQTV	GTEX-1399S-0526-SM-5IJG8	GTEX-147F4-2626-SM-5Q5CS	GTEX-13RTJ-2226-SM-5S2Q1	GTEX-Y5V6-2026-SM-5IFHO	GTEX-NPJ8-2226-SM-3TW8D	GTEX-11OF3-1326-SM-5N9FJ	GTEX-ZYFD-1526-SM-5NQ7T	GTEX-12WSG-0826-SM-5EQ5A
SOWAHB	345079	176.29	450.94	72.01	19.68	447.82	112.77	866.07	63.89	373.81	291.04	141.02	400.71	99.43	423.61	98.04	129.69	289.02	127.89	264.03	435.55	336.79	94.67	253.23	161.02	70.01	220.32	397.93	356.05	191.67	171.45	116.78	1127.35
CLP1	10978	143.01	248	154.42	85.22	163.28	262.2	260.38	161.02	307.69	171.45	139.07	141.02	281.09	232.94	198.47	232.94	273.37	234.57	181.28	258.57	265.87	169.07	260.38	212.78	285.03	150.17	152.28	244.57	135.24	154.42	162.14	215.77
CCDC157	550631	47.84	84.63	98.73	26.86	74.58	139.07	85.22	175.07	138.1	74.58	82.29	71.5	162.14	113.56	153.34	105.89	94.67	42.71	78.89	80.01	134.3	117.6	73.54	173.85	116.78	67.59	115.97	81.71	97.36	71.5	41.22	63.45
ARID4B	51742	119.26	151.22	234.57	435.55	161.02	332.14	171.45	624.99	305.55	126.12	220.32	205.5	318.57	305.55	320.8	291.04	215.77	256.78	281.09	808	299.25	447.82	249.73	303.44	417.77	417.77	242.88	193.01	205.5	155.5	297.17	229.72
RFPL3S	0	3.92	0.32	2.41	17.25	31	3.59	1.75	12	1.95	1.95	2.86	15.22	7.51	0	13.03	2.03	7.17	16.51	3.03	7.69	6.36	8.92	2.86	7.69	7.4	6.26	2.25	1.55	18.43	5.96	26.86	13.72
ZSWIM3	140831	33.78	61.25	51.71	12	45.53	53.57	63.45	66.18	60.82	41.22	49.56	42.71	62.56	66.18	65.72	68.55	81.71	29.7	43.32	43.32	59.97	73.03	57.08	46.84	82.29	46.5	38.67	82.29	56.68	53.19	29.7	27.05
KIAA1279	26128	361.04	532.74	438.59	303.44	358.54	571.05	599.49	463.65	728.11	409.15	381.68	301.33	708.18	500.46	463.65	603.67	616.37	432.53	438.59	595.34	656.11	507.46	688.78	738.29	651.58	514.56	507.46	579.04	329.84	389.72	297.17	511
CHURC1-FNTB	100529261	36.53	21.32	0	17.77	5.06	0	3.14	6.62	0	0	8.78	26.28	3.2	0	7.34	30.56	0	7.06	16.15	19.25	17.25	11.21	5.77	6.52	18.7	56.68	28.86	5.19	4.13	10.16	5.68	21.47
CRABP2	1382	129.69	100.13	144.01	1909.85	417.77	708.18	26.67	293.07	525.39	181.28	191.67	193.01	121.79	11.13	173.85	281.09	45.85	1757.34	1030.12	579.04	136.19	371.22	65.72	244.57	599.49	1794.29	371.22	332.14	57.89	954.43	105.15	140.04
ACTG1	60	62431.08	40062.48	55491.3	92680.9	25005.23	66449.85	31215.04	45386.27	64186.29	34396.12	43236.64	30361.44	77934.88	33688.23	48643.87	57051.4	78476.96	50709.61	69753.56	52497.92	55107.99	57051.4	73730.83	54727.32	77396.54	62865.33	46662.28	37639.55	22225.61	45701.96	29943.43	23169.48
TFPI2	7980	224.97	81.71	651.58	2609.3	102.97	684.02	99.43	5255.91	921.88	37.05	64.34	88.26	819.3	163.28	525.39	1233.75	297.17	38966.94	890.44	764.36	127	476.71	12589.08	6037.61	1594.73	2133.97	139.07	15.91	50.98	169.07	2018.8	438.59
C3orf80	401097	3.2	2.73	56.68	18.29	4.17	14.03	2.07	34.51	14.35	6.57	0	1.36	15.34	3.86	36.79	7.22	17	15	26.1	17.64	10.88	28.04	5.92	13.52	9.78	43.02	3.11	1.46	12.64	5.87	1.83	0
THOP1	7064	283.05	206.94	351.14	144.01	373.81	341.51	320.8	343.89	297.17	226.54	249.73	211.31	325.29	373.81	595.34	334.46	343.89	423.61	251.48	171.45	341.51	529.06	507.46	361.04	307.69	264.03	293.07	275.28	303.44	232.94	323.03	336.79
SLC12A9	56996	275.28	438.59	444.72	105.15	466.88	518.15	346.29	785.88	441.64	122.64	387.02	361.04	563.18	420.68	595.34	490.14	454.09	262.2	327.56	450.94	579.04	447.82	397.93	392.44	543.96	353.59	253.23	384.34	361.04	253.23	157.68	353.59
PON2	5445	688.78	1745.2	934.76	1359.57	836.53	1844.76	1023	3303	1819.35	312	603.67	507.46	2816.11	1794.29	1936.53	3515.68	2502.97	796.86	1437.15	2287.2	2367.9	1295.13	1977.24	3820.7	1757.34	2468.49	1030.12	571.05	1015.93	896.64	555.41	1819.35
AFAP1L2	84632	679.29	185.11	2682.69	384.34	309.83	713.11	295.11	9279.58	1685.71	291.04	1628.26	420.68	348.71	156.59	4836.35	563.18	785.88	171.45	1051.79	470.14	567.1	2351.53	303.44	2032.85	571.05	2645.74	353.59	507.46	532.74	1268.46	981.29	595.34
NDNF	79625	7331.05	73.54	6.52	674.59	1225.22	20.56	447.82	239.52	325.29	432.53	4152.18	4328.55	5.28	698.41	91.41	571.05	825	808	2777.33	265.87	2004.85	182.55	320.8	61.68	32.82	2682.69	1477.58	1066.48	277.2	6037.61	2224.63	1151.06
HDAC1	3065	1008.9	1685.71	2032.85	1870.53	1447.15	2855.44	1745.2	4388.98	2835.7	941.27	1519.15	896.64	2367.9	1529.73	2537.92	2018.8	2468.49	1183.45	2502.97	2537.92	1870.53	1991	1909.85	2537.92	2915.45	2271.4	1617	1487.87	1794.29	1407.55	995	1617
C11orf42	160298	0.6	1.71	0.52	0.46	0.92	3.41	9.48	9.34	2.39	0.84	1.03	3.56	0.51	8.92	0.85	2.36	2.2	2.84	6.01	0	7.88	0.74	0.89	0.53	4.74	2.39	1.14	4.9	3.41	0.64	1.46	2.34
MOGAT1	116255	2.03	17.13	0.06	1.99	1.38	3.38	4.82	0.97	11.38	5.73	5.19	5.28	3.66	4.7	4.54	13.62	0.27	4.66	2.03	6.46	17	1.36	4.13	1.79	0.3	0	0.32	4.82	0	0.28	5.15	5.28
PABPC4L	132430	9.78	2.68	55.49	23.93	12	11.82	8.65	57.89	37.59	14.89	6.36	3.17	41.81	9.63	99.43	14.35	17.38	11.04	33.54	73.54	19.39	108.14	20.71	45.53	33.3	166.73	41.22	4.74	23.25	18.29	7.57	18.03
LRRC66	339977	1.75	6.78	3.11	0	23.25	6.73	6.26	7.57	3.56	0.64	16.63	6.06	7.57	22.92	14.89	18.84	6.26	2.71	5.54	7.94	45.85	8.92	7.82	1.08	10.16	10.96	7.46	11.55	6.78	2.29	2.61	2.39
HGF	3082	38.67	55.49	139.07	1081.39	82.29	457.25	56.68	215.77	190.34	31.45	13.42	68.55	351.14	25.35	242.88	32.82	94.01	143.01	162.14	343.89	115.97	134.3	379.04	718.08	167.9	723.08	693.58	19.97	221.86	60.82	212.78	239.52
RP11-447L10.1	0	0	0	0	0	7.22	0	0	0	0	0	8.71	0	0	0	0	0	0	0	0	0	0	0	7.46	0	0	0	0	0	0	10.16	0	0
ACOT7	11332	5633.22	934.76	400.71	223.41	1617	638.15	1127.35	283.05	785.88	3794.3	2075.59	1340.84	836.53	1250.98	341.51	1199.98	1923.14	1216.75	825	825	2720.15	483.38	1529.73	426.57	629.35	490.14	579.04	2895.31	503.95	2178.83	327.56	1242.34
TMED10	10972	3419.52	4802.93	5006.93	8022.41	3742.05	6121.9	4802.93	4095	7911.95	2591.27	3039.3	3190.46	7081.29	4769.75	3901.01	5555.65	7485.11	4836.35	5441.3	8363.13	5751.61	4298.64	6840.04	6792.79	6250.56	7032.37	4769.75	6792.79	2895.31	3928.15	3372.43	4038.61
FBXO2	26232	376.41	226.54	3372.43	1051.79	346.29	277.2	221.86	1977.24	202.66	603.67	318.57	624.99	177.53	351.14	4010.71	708.18	1127.35	193.01	420.68	50.27	559.28	3665.02	194.36	4972.34	674.59	133.36	1225.22	256.78	323.03	1295.13	395.18	2004.85
GSTA4	2941	1023	387.02	1639.59	633.73	325.29	500.46	325.29	988.12	660.68	1167.14	878.17	759.08	791.35	473.41	961.07	612.11	866.07	256.78	514.56	830.75	490.14	2400.97	406.31	435.55	503.95	909.17	432.53	395.18	356.05	1388.16	190.34	470.14
RGS10	6001	167.9	186.4	620.67	1745.2	232.94	759.08	105.89	309.83	205.5	575.03	356.05	237.86	764.36	116.78	836.53	232.94	336.79	161.02	493.56	1008.9	293.07	525.39	220.32	141.02	921.88	470.14	444.72	113.56	1030.12	633.73	497	113.56
KRTAP5-7	440050	1.85	0.71	0.11	15.11	1.41	2.27	0	1.19	0	7	10.24	0.41	0	0.15	0	2.12	0.33	0.71	8.45	0.67	2.63	0.87	0	0.64	0.01	2.46	0	0	0	6.06	0	0
NUDT11	55190	7.82	2.34	1.62	59.97	4.9	15.8	2.61	14.67	4.62	3.44	11.91	7.46	21.47	3.96	2.43	8.85	9.85	23.59	4.28	26.67	15.34	8.85	10.63	4.54	19.53	38.12	31.9	3.03	53.57	1.62	10.71	13.93
RPN2	6185	3280.18	4869.99	3901.01	4010.71	3716.2	5183.54	4903.87	3146.52	5913.33	2018.8	3039.3	3325.99	5711.87	4450.27	3018.3	3768.09	5995.9	5954.47	4419.52	4607.24	4671.57	2895.31	6792.79	4298.64	5292.48	4512.4	4481.23	5954.47	2956.17	3639.7	3491.39	5366.37
LPAR4	2846	0	1.13	2.27	2.14	1.28	1.75	0	19.82	3.14	4.03	0	0	12.18	0	7	1.69	0	0	7.57	12.93	1.04	28.04	1.04	0	5.32	9.78	0	0	0	2.56	0	0
SLC17A1	6568	941.27	2573.36	13.62	33.54	1225.22	595.34	3419.52	0.58	620.67	265.87	1359.57	1216.75	693.58	5672.41	3.44	1572.76	3419.52	206.94	353.59	3235.01	3124.78	39.22	1662.49	14.24	723.08	703.28	334.46	7081.29	68.55	389.72	15.11	1769.57
TGOLN2	10618	2335.28	3303	2627.46	2701.35	3257.52	3874.05	4481.23	2758.13	3901.01	1268.46	2875.3	2573.36	3212.66	3928.15	2335.28	2855.44	4769.75	1977.24	3690.52	4736.79	3349.13	2451.44	4481.23	2701.35	3467.27	4769.75	2796.65	4903.87	1628.26	2351.53	1674.06	4972.34
ZNF776	284309	236.21	111.99	325.29	264.03	237.86	145.02	143.01	412	205.5	253.23	287.01	343.89	143.01	193.01	281.09	195.72	198.47	115.16	189.02	285.03	202.66	293.07	206.94	147.06	143.01	346.29	199.85	67.12	161.02	205.5	229.72	246.28
NUP210L	91181	0.6	0	0.39	0.38	0.3	0.77	0.68	0.53	0.41	0.29	0.33	1.25	0.39	0.42	14.45	0.41	4.21	2.66	0	0.41	0.42	0.68	0.59	0.39	0.57	0.59	0.41	0	0.38	0	0.74	0
PER2	8864	49.21	33.78	132.44	366.09	176.29	190.34	44.89	490.14	100.13	59.97	181.28	176.29	80.57	57.49	206.94	96.68	47.17	96.01	191.67	392.44	88.88	307.69	107.38	223.41	78.34	368.65	38.12	90.14	57.49	74.06	198.47	52.45
AK2	204	9606.86	5006.93	5441.3	5995.9	5076.84	3665.02	5292.48	3589.58	5006.93	10808.41	5672.41	7280.4	3081.75	6607.01	3768.09	4123.49	5441.3	3690.52	4268.94	3419.52	5076.84	4607.24	4937.99	4038.61	3280.18	3768.09	4512.4	5913.33	5517.27	7589.61	3768.09	4802.93
METTL24	728464	121.79	63.45	19.82	26.86	69.03	10.24	29.06	325.29	37.85	176.29	124.37	24.63	14.03	69.03	54.33	58.71	133.36	21.16	57.08	24.11	98.73	90.14	156.59	7.11	32.13	74.06	33.06	104.42	24.99	112.77	4.54	80.01
KLRC4-KLRK1	22914	0	0	5.45	0	0	14.24	2.29	14.45	7.94	0	29.48	0	17.64	0	7.88	11.3	15.45	5.82	0	27.25	0	8.45	4.17	8.32	33.3	64.8	18.84	0	28.04	5.73	0	4.06
C17orf72	92340	13.42	12.83	84.04	96.01	28.86	45.21	38.95	251.48	41.22	26.47	47.84	39.22	94.01	50.63	158.79	54.72	55.1	47.5	100.13	65.72	48.87	60.39	41.81	110.43	122.64	43.94	54.33	12.83	133.36	34.51	42.41	23.42
RBMY1A1	5940	8.19	6.73	0	0	0	3.44	5.73	0	0	4.82	7.82	5.36	2.03	4.58	0	0	1.08	2.43	1.58	0	4.17	5.96	0	2.43	0	0	0	8.38	0	17	0	0
EFHC2	80258	4.66	24.11	289.02	122.64	11.82	260.38	43.63	318.57	336.79	18.56	39.79	10.24	253.23	42.11	119.26	69.03	111.99	8.58	83.45	144.01	51.35	339.14	33.78	220.32	43.02	450.94	33.78	19.68	41.81	23.25	41.52	37.32
LRRC32	2615	450.94	860.08	1331.57	3280.18	1119.56	2855.44	1183.45	2255.7	2075.59	339.14	1519.15	738.29	5517.27	974.5	1909.85	1572.76	2287.2	5872.48	16383	775.05	1697.45	1674.06	665.29	2287.2	1870.53	2664.15	1304.15	785.88	4152.18	1143.1	12589.08	1397.83
SLC41A1	254428	738.29	836.53	341.51	525.39	591.22	497	595.34	389.72	400.71	454.09	376.41	713.11	457.25	2004.85	307.69	571.05	1111.82	624.99	579.04	579.04	1044.52	297.17	698.41	368.65	525.39	441.64	244.57	1104.13	246.28	285.03	961.07	743.43
PLEKHB2	55041	8963.45	2645.74	1733.13	1923.14	3103.19	1733.13	3768.09	1151.06	2682.69	7803.01	3303	4575.41	1388.16	4736.79	1359.57	2627.46	2555.58	2935.74	3280.18	1832.01	2777.33	1991	3639.7	2591.27	1242.34	2209.26	2468.49	3467.27	2485.67	4010.71	1674.06	4066.71
EDNRA	1909	51.35	11.47	112.77	947.83	46.84	106.63	27.05	1295.13	180.02	20.56	24.46	19.53	232.94	23.25	341.51	123.5	142.01	29.91	122.64	363.56	172.65	336.79	66.18	48.18	144.01	2520.38	147.06	21.94	80.57	44.25	237.86	41.52
SCN9A	6335	10.88	11.64	0	18.16	223.41	10.31	28.04	4.28	2.03	3.11	35	53.19	7.4	176.29	0.16	21.63	39.5	18.03	20.86	46.18	64.8	7.88	55.89	0	11.64	18.84	23.76	51.71	12.93	10.71	22.26	58.3
IL1RAPL1	11141	3.69	0	2.71	0.49	1.55	0	0	3.66	0	3.03	0.84	0	0.53	0	0	0.56	1.04	0	0	1.66	0.57	1.33	1.13	0.54	1.08	2.94	0	0.79	0	0.89	0	2.58
ALG9	79796	320.8	460.44	579.04	738.29	379.04	567.1	457.25	497	718.08	246.28	353.59	497	633.73	447.82	466.88	521.76	579.04	738.29	441.64	559.28	423.61	466.88	665.29	547.75	559.28	638.15	587.13	417.77	381.68	486.75	325.29	603.67
RTF1	23168	518.15	271.48	409.15	351.14	303.44	363.56	334.46	638.15	490.14	633.73	403.5	403.5	426.57	463.65	447.82	409.15	414.87	503.95	438.59	607.87	466.88	450.94	480.04	507.46	480.04	638.15	339.14	289.02	336.79	361.04	297.17	656.11
MRPL12	6182	4543.8	3515.68	2796.65	708.18	1832.01	1487.87	2720.15	728.11	2133.97	4298.64	2384.37	1781.89	1685.71	3325.99	1923.14	2520.38	2520.38	1350.18	1304.15	698.41	2271.4	1733.13	3303	2240.11	1674.06	902.89	1794.29	2816.11	1467.37	3874.05	1369.04	1844.76
TRMT2B	79979	426.57	208.38	376.41	226.54	229.72	318.57	283.05	379.04	400.71	521.76	327.56	195.72	312	205.5	307.69	346.29	435.55	183.82	320.8	368.65	307.69	363.56	291.04	320.8	289.02	371.22	371.22	301.33	205.5	314.17	126.12	450.94
PIM2	11040	209.84	229.72	111.99	217.27	351.14	444.72	189.02	258.57	162.14	153.34	100.83	164.42	1794.29	141.02	111.21	182.55	140.04	223.41	249.73	836.53	209.84	88.26	237.86	120.1	1001.93	532.74	147.06	132.44	183.82	152.28	212.78	242.88
SRRM3	222183	3.59	35.76	23.59	45.85	14.89	55.89	12.83	314.17	27.05	2.53	2.12	5.63	172.65	6.52	92.7	22.59	8	14.89	8	49.21	19.11	58.71	10.88	206.94	133.36	22.26	19.68	8	154.42	6.78	3.76	13.83
MUTYH	4595	161.02	122.64	389.72	164.42	366.09	293.07	208.38	511	217.27	93.35	297.17	297.17	289.02	193.01	536.45	486.75	124.37	198.47	218.79	228.13	223.41	327.56	264.03	265.87	193.01	208.38	236.21	131.51	420.68	241.19	356.05	269.6
PCDHGA3	56112	7.51	18.03	69.03	40.64	1.19	29.91	34.75	63.89	8.13	11.21	14.78	12.55	9.7	26.86	59.97	14.14	10.63	21.32	32.13	57.49	24.99	74.06	46.18	15.11	25.54	295.11	66.65	17	16.88	37.59	15.56	12.45
PTCRA	171558	0	0	0	0	2.32	0	0	2.01	0	0	8.45	0	5.63	4.06	2.32	5.73	2.18	6.01	1.75	1.53	3.23	0	0	0	2.68	1.58	2.73	2.39	2.39	0	0	0
MEAF6	64769	1806.78	769.69	1977.24	1991	1073.91	1277.29	1088.92	1572.76	1498.22	2148.82	1183.45	1216.75	1359.57	1044.52	1639.59	1135.2	1457.23	1225.22	1605.83	1529.73	1111.82	2061.24	1216.75	1733.13	1159.07	2303.12	2032.85	1008.9	1794.29	1295.13	1143.1	1397.83
TMEM31	203562	5.96	2.56	21.32	6.36	6.41	2.07	2.76	24.11	4.58	6.21	13.52	0.79	9.78	0	12.45	10.79	7.94	14.67	6.31	8.13	8.65	22.92	1.83	31.9	4.24	5.82	11.13	0.68	3.41	10.63	17.51	11.73
MAP2K7	5609	228.13	314.17	297.17	297.17	457.25	532.74	341.51	587.13	339.14	232.94	291.04	312	438.59	454.09	543.96	450.94	273.37	389.72	361.04	559.28	420.68	417.77	368.65	409.15	450.94	361.04	395.18	253.23	420.68	229.72	327.56	480.04
WNT11	7481	17.38	29.27	202.66	48.87	28.24	87.03	7.4	583.07	83.45	14.35	11.13	10	191.67	14.89	215.77	96.68	208.38	11.64	51.35	135.24	16.51	287.01	21.16	59.13	325.29	126.12	18.84	5.28	13.22	11.04	8.65	12.09
PRPF8	10594	1721.16	3146.52	4802.93	3235.01	3639.7	4769.75	2682.69	4038.61	3124.78	1721.16	2224.63	2319.15	4095	2609.3	4152.18	4704.07	2609.3	3614.55	3443.31	3491.39	2468.49	3665.02	3060.45	4123.49	4268.94	3303	3847.29	2855.44	2609.3	2956.17	3639.7	3212.66
PNLIPRP3	119548	0	0	0	0	0.96	0	1.95	0	0.62	0	0	0	0	0	0	1.53	0	35.76	0.95	0	0.64	0	0	0	0	0	0	0	0	0	0	0
MSN	4478	3847.29	7857.29	2468.49	8963.45	2956.17	5555.65	7642.41	3820.7	8658.09	3212.66	2875.3	2193.99	5751.61	6426.31	2976.74	6561.36	10883.59	10014.87	7803.01	6887.62	9025.81	2434.5	12244.81	5403.7	7081.29	6840.04	4419.52	5831.91	3349.13	2417.67	5076.84	5594.3
CCNK	8812	417.77	312	260.38	819.3	387.02	457.25	376.41	591.22	438.59	356.05	358.54	470.14	373.81	341.51	395.18	303.44	486.75	642.59	521.76	633.73	403.5	438.59	647.07	493.56	483.38	503.95	438.59	363.56	497	251.48	616.37	511
CTAGE8	100142659	17.38	31	99.43	63.89	124.37	23.08	205.5	106.63	69.52	90.77	97.36	72.52	97.36	57.49	209.84	50.27	226.54	0	92.05	61.25	106.63	239.52	0	116.78	64.8	102.25	112.77	22.75	9.2	32.36	113.56	96.01
ERCC5	2073	303.44	447.82	612.11	934.76	813.63	616.37	373.81	1183.45	571.05	339.14	1001.93	764.36	1023	587.13	836.53	693.58	493.56	583.07	688.78	1331.57	665.29	896.64	629.35	684.02	995	1191.69	497	295.11	1044.52	708.18	616.37	547.75
NT5C3A	51251	583.07	392.44	420.68	325.29	320.8	358.54	299.25	511	450.94	412	503.95	429.54	547.75	521.76	406.31	211.31	273.37	1023	435.55	529.06	417.77	1066.48	412	536.45	312	525.39	229.72	221.86	376.41	332.14	693.58	791.35
AL118506.1	0	0	2.56	1.55	0	5.77	5.59	5.87	10.31	6.46	0	3.86	3.82	1.99	5.5	4.9	8.06	2.12	1.45	7.51	14.45	16.63	3.66	6.41	4.66	9.7	3.5	1.06	9.41	10.55	0	4.03	3.47
CEP135	9662	103.69	30.12	47.84	69.52	79.45	37.05	37.85	137.14	42.71	68.55	197.09	108.14	37.59	82.29	71.5	75.11	40.93	44.89	87.65	92.7	55.89	100.13	82.87	43.63	56.68	100.83	20.56	33.78	53.95	29.06	44.89	77.79
GFER	2671	595.34	555.41	934.76	547.75	406.31	684.02	463.65	603.67	536.45	1259.69	503.95	473.41	780.44	599.49	660.68	620.67	785.88	563.18	423.61	432.53	511	591.22	669.92	669.92	616.37	493.56	633.73	470.14	412	928.3	165.57	616.37
ISCA2	122961	2178.83	1216.75	1388.16	599.49	748.61	693.58	961.07	547.75	1015.93	2287.2	1167.14	1081.39	796.86	890.44	1127.35	1143.1	1340.84	587.13	693.58	567.1	915.51	1259.69	1001.93	934.76	713.11	616.37	1295.13	988.12	1340.84	1551.09	420.68	738.29
CPT1B	1375	104.42	224.97	417.77	88.26	267.73	547.75	356.05	251.48	234.57	33.06	204.07	58.3	316.37	511	1745.2	226.54	81.14	74.06	158.79	248	500.46	514.56	25.72	332.14	366.09	271.48	299.25	86.43	775.05	87.65	253.23	211.31
AL590708.2	0	2.05	3.11	5.11	1.31	3.08	2.86	0	7.28	3.99	0	0	1.33	2.01	2.1	8.25	2.89	3.14	1.6	0.46	2.05	3.06	6.94	1.93	10.71	3.14	1.01	3.03	0.01	2.39	0.49	3.06	5.63
RSC1A1	6248	301.33	0	95.34	674.59	0	0	48.18	320.8	0	108.9	14.89	0	0	0	0	0	93.35	156.59	0	0	81.71	0	124.37	183.82	0	12.18	0	33.3	113.56	194.36	0	0
SEZ6L	23544	2.2	0.23	0.09	1.64	0.42	1.04	1.38	1.66	0.99	0.36	0	0	0.84	0.15	0.13	26.86	1.87	11.91	1.77	0.13	0.15	1.38	5.41	3.17	6.94	3.56	0	0	0	0.61	0	0.21
NPCDR1	0	0	0	0	0	0	0	0	0	5.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP28	140612	73.03	36.01	73.03	211.31	35.25	110.43	47.5	246.28	97.36	74.06	189.02	57.89	73.54	82.29	159.9	118.43	60.39	92.05	146.03	231.32	177.53	190.34	56.28	112.77	92.7	217.27	125.24	48.52	30.56	56.28	172.65	81.71
TMEM55A	55529	412	223.41	599.49	866.07	289.02	450.94	327.56	848.22	547.75	780.44	353.59	187.71	334.46	307.69	603.67	583.07	525.39	358.54	674.59	743.43	521.76	878.17	316.37	1477.58	346.29	536.45	271.48	295.11	194.36	256.78	108.14	480.04
ITPR3	3710	75.64	102.25	185.11	791.35	112.77	780.44	73.03	591.22	356.05	73.54	92.7	132.44	325.29	113.56	215.77	289.02	291.04	371.22	336.79	708.18	267.73	134.3	376.41	1378.57	486.75	629.35	387.02	72.52	291.04	38.95	197.09	130.6
MCF2	4168	44.57	8.92	17.51	5.45	11.21	15.22	12.45	5.77	12.55	7.75	10	14.14	24.11	23.93	25.17	7.17	8.13	1.01	21.78	50.63	53.95	46.18	23.59	31.45	12.45	183.82	11.3	9.27	17.51	20.26	24.46	5.28
PPP1R14D	54866	158.79	170.25	3.59	0	72.52	39.79	825	5.68	21.63	329.84	41.81	43.02	41.52	995	41.22	246.28	183.82	53.57	17.64	2.94	127.89	37.32	27.44	15.91	10.88	25.54	31.22	392.44	612.11	80.01	17.64	33.3
EID3	493861	51.35	9.63	23.25	49.21	57.08	64.8	28.86	36.01	23.76	20.11	64.8	32.36	60.82	27.44	34.26	17	20.86	105.89	28.45	30.34	44.25	36.01	43.63	38.12	51.35	40.93	77.79	13.03	49.56	27.25	180.02	28.86
ADCY4	196883	241.19	50.27	432.53	260.38	271.48	223.41	30.12	599.49	152.28	796.86	187.71	115.16	166.73	173.85	591.22	339.14	55.1	273.37	323.03	157.68	110.43	571.05	49.91	555.41	60.82	389.72	204.07	34.51	1709.26	183.82	361.04	66.65
RSPO4	343637	3.38	2.53	1.41	1.53	3.72	2.89	0.93	2.76	3.38	1.51	0.35	0.8	0.57	0.91	0	23.76	1.31	0	2.12	6.78	18.56	13.03	0.21	3	10.71	2.43	3.82	0.39	0	0.12	3.69	10.96
FXYD7	53822	4.28	2.39	5.28	11.3	4.21	12.93	3.53	9.63	0.73	0	3.79	6.06	19.97	0	3.17	3.38	3.38	5.59	6.01	41.52	6.06	8.19	1.39	4.13	20.41	19.97	2.12	0	2.89	4.28	0	0
RBP5	83758	101420.22	18560.17	1088.92	384.34	21768.19	4066.71	17078.76	371.22	3443.31	96616.71	28525.2	24321.43	2032.85	15180.22	1119.56	8022.41	8718.32	2997.45	7911.95	2451.44	10225.32	3168.41	3060.45	441.64	1208.34	4607.24	5711.87	16611.71	6207.38	78476.96	518.15	5711.87
KCNC4	3749	157.68	81.71	134.3	189.02	258.57	244.57	339.14	79.45	189.02	82.29	242.88	214.27	101.54	229.72	158.79	295.11	217.27	214.27	836.53	204.07	234.57	110.43	432.53	29.06	146.03	371.22	830.75	130.6	476.71	457.25	228.13	318.57
NDUFC2	4718	6079.61	8963.45	16496.96	4066.71	4802.93	4328.55	6037.61	2895.31	8658.09	6381.92	5403.7	5872.48	6516.03	4704.07	5913.33	5594.3	8963.45	5041.77	5594.3	4388.98	5479.15	6745.86	6381.92	8191	5076.84	5041.77	6792.79	8421.31	2816.11	8421.31	3395.89	5183.54
DTWD2	285605	307.69	102.97	122.64	52.82	112.77	103.69	156.59	155.5	176.29	353.59	195.72	146.03	101.54	162.14	145.02	136.19	175.07	110.43	228.13	176.29	181.28	215.77	158.79	204.07	85.22	195.72	136.19	202.66	82.87	231.32	53.57	194.36
RTN1	6252	33.54	63.45	64.8	70.51	36.53	334.46	59.55	81.71	120.94	51.71	38.95	14.89	307.69	42.71	190.34	165.57	92.05	26.47	229.72	193.01	111.99	64.8	104.42	56.68	366.09	91.41	129.69	116.78	19.25	125.24	49.91	76.17
AC106017.1	0	0	0	0	0	2.66	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77
ITM2A	9452	358.54	277.2	825	1427.22	214.27	928.3	1277.29	1844.76	981.29	361.04	1081.39	417.77	896.64	309.83	2047	269.6	733.19	71.5	2319.15	5366.37	246.28	2816.11	571.05	775.05	3467.27	1651	872.1	825	79.45	1044.52	147.06	366.09
SLU7	10569	507.46	387.02	743.43	1685.71	525.39	547.75	392.44	860.08	616.37	674.59	409.15	974.5	656.11	444.72	463.65	785.88	974.5	583.07	629.35	1111.82	444.72	579.04	587.13	536.45	620.67	656.11	603.67	507.46	1295.13	480.04	693.58	607.87
APLNR	187	555.41	152.28	56.28	14.45	785.88	70.01	92.05	34.02	37.05	314.17	1733.13	441.64	26.67	61.25	316.37	884.29	141.02	181.28	4639.29	39.79	113.56	412	432.53	2.94	173.85	429.54	1.38	118.43	12.64	3124.78	36.53	638.15
